relative_path,boxes_processed,mean_abs_diff,max_abs_diff
day3/members/allie/10_0655.webp,0,0.30546513310185186,4
day3/members/allie/12_0237.webp,0,0.26732494212962965,4
day3/members/allie/12_0570.webp,0,0.18235496238425927,3
day3/members/allie/12_0712.webp,0,0.16342954282407407,3
day3/members/allie/13_0693.webp,0,0.3165870949074074,3
day3/members/bjorn/12_0222.webp,0,0.22963686342592593,3
day3/members/bjorn/12_0362.webp,0,0.19052915219907407,3
day3/members/bjorn/15_0707.webp,0,0.26335539641203703,3
day3/members/bjorn/19_0607.webp,0,0.27467628761574076,3
day3/members/cathal/08_0097.webp,0,0.26854564525462965,3
day3/members/cathal/11_0064.webp,0,0.29062680844907407,3
day3/members/cathal/11_0509.webp,0,0.26479311342592593,4
day3/members/cathal/12_0524.webp,0,0.2356861255787037,4
day3/members/cathal/15_0606.webp,0,0.3268500434027778,4
day3/members/florian/10_0402.webp,0,0.24314597800925927,3
day3/members/florian/10_0693.webp,0,0.27353696469907407,3
day3/members/florian/11_0647.webp,0,0.24754050925925927,3
day3/members/florian/19_0086.webp,0,0.3326732494212963,4
day3/members/florian/19_0282.webp,0,0.3307291666666667,4
day3/members/florian/19_0349.webp,0,0.28099681712962965,3
day3/members/florian/19_0684.webp,0,0.29645905671296297,4
day3/members/klaus/11_0207.webp,0,0.23575846354166666,3
day3/members/klaus/12_0480.webp,0,0.44765444155092593,4
day3/members/klaus/12_0484.webp,0,0.3986273871527778,4
day3/members/klaus/13_0098.webp,0,0.23521592881944445,3
day3/members/klaus/15_0375.webp,0,0.3341652199074074,4
day3/members/klaus/17_0530.webp,0,0.27150245949074076,3
day3/members/klaus/19_0688.webp,0,0.26705367476851855,3
day3/members/luca/12_0481.webp,0,0.24388744212962962,3
day3/members/luca/19_0582.webp,0,0.2078269675925926,3
