protocol,model,subgroup,image_count,ground_truth_boxes,prediction_boxes,ap,precision,recall,f1,true_positives,false_positives,false_negatives,zero_face_false_positive_images,zero_face_specificity,oapr_detector_score
02_egocentric_stress_500,yunet_2026,multi_face,276,1206,1029,0.8202642900830761,0.9640427599611273,0.8225538971807629,0.887695749440716,992,37,214,0,,0.8529882465237877
02_egocentric_stress_500,yunet_2026,single_face,78,78,63,0.6983031746080947,0.873015873015873,0.7051282051282052,0.7801418439716312,55,8,23,0,,0.7406703816278285
02_egocentric_stress_500,yunet_2026,no_face,146,0,7,0.0,0.0,0.0,0.0,0,7,0,7,0.952054794520548,0.952054794520548
02_egocentric_stress_500,yunet_2026,very_small_or_distant_face,12,16,14,0.8125,0.9285714285714286,0.8125,0.8666666666666666,13,1,3,0,,0.8376488095238096
02_egocentric_stress_500,yunet_2026,small_face,119,407,354,0.8110837993592956,0.9378531073446328,0.8157248157248157,0.8725361366622866,332,22,75,0,,0.8421404751211652
02_egocentric_stress_500,yunet_2026,medium_face,150,550,474,0.8384844176680968,0.9746835443037974,0.84,0.90234375,462,12,88,0,,0.8690542919303798
02_egocentric_stress_500,yunet_2026,large_face,28,61,45,0.6866415338626454,0.9333333333333333,0.6885245901639344,0.7924528301886792,42,3,19,0,,0.7389875244870605
02_egocentric_stress_500,yunet_2026,mixed_scale_face,45,250,205,0.7890187895322992,0.9658536585365853,0.792,0.8703296703296703,198,7,52,0,,0.8289677834360761
02_egocentric_stress_500,yunet_2026,edge_or_partial_face,193,818,681,0.797605061021728,0.960352422907489,0.7995110024449877,0.8725817211474316,654,27,164,0,,0.8338628241668489
02_egocentric_stress_500,yunet_2026,profile_or_occluded_face,206,862,724,0.804112779395806,0.9599447513812155,0.8062645011600929,0.8764186633039093,695,29,167,0,,0.8391710667181592
02_egocentric_stress_500,yunet_2026,downward_egocentric_view,89,1,2,0.0,0.0,0.0,0.0,0,2,1,0,,0.0
02_egocentric_stress_500,yunet_2026,motion_blur_or_low_sharpness,94,127,98,0.6643496678708942,0.8877551020408163,0.6850393700787402,0.7733333333333333,87,11,40,0,,0.727384434088596
02_egocentric_stress_500,yunet_2026,low_light_or_dim,99,204,174,0.7621529593172434,0.9080459770114943,0.7745098039215687,0.835978835978836,158,16,46,0,,0.8032306792448781
02_egocentric_stress_500,yunet_2026,high_clutter,190,577,523,0.8619967418439509,0.9541108986615678,0.8648180242634316,0.9072727272727272,499,24,78,0,,0.8843609874555691
02_egocentric_stress_500,yunet_2026,outdoor_or_vehicle_scene,18,4,5,0.95,0.8,1.0,0.888888888888889,4,1,0,0,,0.9522222222222223
